鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
三重區,房地(土地+建物),新北市三重區集美街１２６巷１號五樓,12.0,都市：其他:住宅區,,,1100630,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720328,57.63,2,1,1,有,無,5500000,95436,,0.0,0,,RPSNMLPKJIGGFGF28EA,57.63,0.0,0.0,無,0468
三重區,房地(土地+建物),新北市三重區集美街１２６巷１號四樓,12.0,都市：其他:住宅區,,,1100630,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650522,57.63,2,1,1,有,無,6000000,104112,,0.0,0,,RPTNMLPKJIGGFGF38EA,57.63,0.0,0.0,,
三重區,房地(土地+建物)+車位,新北市三重區大同南路１６８號十五樓之一,17.99,都市：其他:商業區,,,1100901,土地2建物1車位1,十五層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1090720,222.53,4,2,2,有,有,32880000,155404,坡道平面,27.04,2500000,,RPUNMLPKJIGGFGF48EA,113.26,15.3,0.0,有,0469
三重區,房地(土地+建物),新北市三重區大仁街３巷２８號四樓,17.94,都市：其他:住宅區,,,1101009,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0870918,59.339999999999996,2,2,2,有,無,7300000,123020,,0.0,0,陽台外推；其他增建；,RPVNMLPKJIGGFGF58EA,41.91,10.24,0.0,,
三重區,房地(土地+建物)+車位,新北市三重區仁安街２３號二樓,17.25,都市：其他:住宅區,,,1100925,土地1建物1車位1,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011026,115.91,2,2,1,有,有,14700000,150359,坡道機械,29.45,1700000,陽台外推；,RPXNMLPKJIGGFGF78EA,51.18,8.87,0.0,有,0470
蘆洲區,房地(土地+建物),新北市蘆洲區中華街９１號五樓之二,11.29,都市：其他:住宅區,,,1101011,土地1建物1車位0,五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810428,85.08,2,1,1,有,有,10800000,126939,,0.0,0,,RPOOMLPKJIGGFGF97EA,69.88,6.81,0.0,有,0471
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段１７６號二樓,24.55,都市：其他:第五種住宅區,,,1101024,土地1建物1車位1,二層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051020,182.54000000000002,4,2,2,有,有,12500000,68478,坡道平面,29.19,0,,RPXNMLRKJIGGFEF78EA,93.66,12.57,0.0,有,0472
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路一段５３１號十四樓,21.43,都市：其他:第五種住宅區,,,1101029,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971008,151.74,3,0,3,有,有,8100000,53381,坡道平面,31.52,0,,RPTNMLRKJIGGFEF38EA,70.41,14.55,0.0,,
淡水區,房地(土地+建物),新北市淡水區民生路６６號三樓,18.84,都市：其他:住宅區(四),,,1101022,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0781130,114.33,3,2,2,有,無,10380000,90790,,0.0,0,,RPVNMLRKJIGGFEF58EA,88.22,12.52,0.0,,
三芝區,房地(土地+建物),新北市三芝區淺水灣街９之５號七樓,17.02,,山坡地保育區,丙種建築用地,1101108,土地2建物1車位0,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860611,45.11,0,0,0,無,有,2080000,46110,,0.0,0,,RPVUMLQKJIGGFEF56EA,27.56,5.4,0.0,,
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路一段１５０號三樓,18.41,都市：其他:第五種住宅區,,,1101018,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040515,127.63,2,2,1,有,有,7060000,55316,坡道平面,32.26,0,,RPOOMLPKJIGGFEF77EA,57.13,8.25,0.0,有,0473
八里區,房地(土地+建物)+車位,新北市八里區龍米路二段２２８之２０號十樓,23.62,都市：其他:乙種工業區,,,1100910,土地2建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1030211,209.05,0,0,0,無,有,10500000,55868,坡道平面,36.32,850000,,RPQPMLPKJIGGFEF08EA,92.65,15.43,0.0,,
八里區,房地(土地+建物)+車位,新北市八里區龍米路二段２２８之２０號九樓,23.62,都市：其他:乙種工業區,,,1101006,土地2建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1030211,209.05,0,0,0,無,有,10320000,54825,坡道平面,36.32,850000,,RPSPMLPKJIGGFEF28EA,92.65,15.43,0.0,,
淡水區,房地(土地+建物),新北市淡水區學府路１３６巷５３號六樓之１,7.3,都市：其他:住宅區,,,1101030,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961002,34.54,1,0,1,有,有,2960000,85698,,0.0,0,陽台外推；,RPWNMLQKJIGGFEF58EA,20.01,2.98,0.0,,
淡水區,房地(土地+建物),新北市淡水區學府路１３６巷５７號十一樓,13.49,都市：其他:住宅區,,,1101018,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961002,64.49000000000001,3,0,3,有,有,4620000,71639,,0.0,0,陽台外推；,RPVNMLPKJIGGFEF38EA,38.44,4.7,0.0,有,0474
萬里區,土地,頂萬里加投段溪底小段120地號,1712.0,,國家公園區,,1100708,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2400000,1402,,0.0,0,地號:120 為農業用地,RPOPMLSKJIGGFDF08EA,0.0,0.0,0.0,,
八里區,車位,新北市八里區龍米路一段１９８號二樓之１等樓,0.23,都市：其他:住宅區,,,1101026,土地1建物1車位1,,,其他,,,,10.18,0,0,0,有,有,800000,,坡道機械,10.18,800000,僅車位交易；,RPQNMLMJJIGGFEF47EA,0.0,0.0,0.0,有,0026
五股區,房地(土地+建物),新北市五股區五福路５０號四樓,20.24,都市：其他:住宅區,,,1100829,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701023,96.05,4,1,1,有,無,5300000,55180,,0.0,0,陽台外推；其他增建；,RPWTMLQKJIGGFBF88EA,89.29,6.76,0.0,,
新莊區,房地(土地+建物),新北市新莊區四維路１８６巷５號,29.57,都市：其他:住宅區,,,1100926,土地2建物1車位0,一層，停車場,五層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0760528,86.62,1,2,1,有,無,13000000,150081,,0.0,0,其他增建；,RPXTMLQKJIGGFBF98EA,81.62,5.0,0.0,,
新莊區,車位,新北市新莊區福營路３２６號地下一層,4.58,都市：其他:乙種工業區,,,1101109,土地3建物1車位1,地下一層,十層,其他,一般廠房附屬停車空間,鋼筋混凝土造,0830526,30.810000000000002,0,0,0,有,有,1520000,,坡道平面,30.81,1520000,含租約；僅車位交易；,RPOSMLRKJIGGFBF08EA,0.0,0.0,0.0,有,0476
新莊區,土地,副都心段六小段5地號,9.67,都市：其他:第一種住宅區,,,1101028,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3370802,348583,,0.0,0,政府機關標讓售；,RPTSMLRKJIGGFBF58EA,0.0,0.0,0.0,,
泰山區,房地(土地+建物),新北市泰山區泰林路二段５９７號三樓,22.31,都市：其他:住宅區,,,1101021,土地3建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691209,85.38,0,0,2,有,無,4550000,53291,,0.0,0,,RPXSMLRKJIGGFBF98EA,85.38,0.0,0.0,,
新莊區,房地(土地+建物),新北市新莊區中港路１３２巷２２號三樓,36.89,都市：其他:住宅區,,,1101014,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0621030,64.5,3,2,1,有,無,6300000,97674,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRQMLRKJIGGFBF18EA,64.5,0.0,0.0,,
汐止區,房地(土地+建物),新北市汐止區樟樹一路１３９巷２０號,26.43,都市：其他:商業區,,,1101006,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0751016,100.3,4,2,2,有,無,9500000,94716,,0.0,0,,RPQPMLQKJIGGFDF08EA,92.99,7.31,0.0,,
汐止區,車位,新北市汐止區湖前街１１０巷９７弄１至２３號等地下一、二、三、四、五層,0.86,,山坡地保育區,丙種建築用地,1101023,土地4建物1車位1,地下一層，地下二層，地下三層，地下四層，地下五層,二十八層,其他,防空避難室兼停車空間,鋼筋混凝土造,0881202,36.949999999999996,0,0,0,有,有,1000000,,坡道平面,36.95,1000000,僅車位交易；,RPQNMLQKJIGGFDF87EA,0.0,0.0,0.0,有,0477
汐止區,房地(土地+建物)+車位,新北市汐止區工建路３５６號等,2145.63,都市：其他:乙種工業區,,,1101028,土地1建物12車位64,二層,八層,華廈(10層含以下有電梯),工業用,鋼筋混凝土構造,1050721,11792.52,0,0,0,無,有,960000000,81408,坡道平面,1726.08,0,售後租回,RPSNMLQKJIGGFDF08EA,5697.78,328.07,0.0,有,0478
汐止區,房地(土地+建物),新北市汐止區勤進路８３巷３號６樓之４０,12.59,,山坡地保育區,丙種建築用地,1101015,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710824,33.24,0,0,0,無,有,2600000,78219,,0.0,0,,RPOOMLQKJIGGFDF77EA,29.19,4.05,0.0,,
汐止區,房地(土地+建物),新北市汐止區福安街２０巷１３號二樓,37.67,都市：其他:商業區,,,1101008,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,0640501,97.41,3,2,1,有,無,8900000,91366,,0.0,0,含土地增值稅或其他稅費；陽台外推；,RPOPMLQKJIGGFDF87EA,85.31,12.1,0.0,無,0479
新店區,房地(土地+建物),新北市新店區北新路三段９５巷５號四樓,39.37,都市：其他:第四種住宅區,,,1101025,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670831,108.14,3,2,2,有,無,13990000,129369,,0.0,0,陽台外推；頂樓加蓋；,RPRPMLPKJIGGFCF97EA,108.14,0.0,0.0,,
新店區,房地(土地+建物),新北市新店區北宜路一段１８之７號十七樓,7.75,都市：其他:捷運系統用地,,,1100821,土地1建物1車位0,十七層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980409,88.62,2,1,1,有,有,17680000,199503,,0.0,0,,RPOQMLQKJIGGFCF87EA,59.33,3.2,0.0,,
新店區,房地(土地+建物),新北市新店區華城六街１２２巷７號,205.2,都市：其他:第一種住宅區,,,1101028,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0980618,217.08999999999997,5,2,4,有,有,23250000,107098,,0.0,0,含裝潢費；含傢俱設備費；含土地增值稅或其他稅費388947元；其他；夾層；,RPWQMLQKJIGGFCF68EA,191.32,25.38,0.0,,
深坑區,房地(土地+建物),新北市深坑區北深路二段５８號二樓,17.04,都市：其他:住宅區,,,1101030,土地3建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710915,65.84,4,1,2,有,無,5400000,82017,,0.0,0,,RPORMLQKJIGGFCF97EA,62.69,3.15,0.0,無,0480
深坑區,房地(土地+建物),新北市深坑區北深路二段５８號二樓,8.52,都市：其他:住宅區,,,1101030,土地3建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710915,32.92,4,1,2,有,無,1700000,51640,,0.0,0,,RPPRMLQKJIGGFCF08EA,31.34,1.58,0.0,無,0480
新店區,房地(土地+建物),新北市新店區花園二路三段２１之２甲號,99.39,都市：其他:綠地,,,1101015,土地4建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,108.9,3,2,2,有,有,9000000,82645,,0.0,0,,RPTRMLQKJIGGFCF48EA,108.9,0.0,0.0,,
新莊區,房地(土地+建物)+車位,新北市新莊區立信三街５１號九樓,9.7,都市：其他:住宅區,,,1101017,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940331,99.85,2,2,1,有,有,12000000,120180,坡道平面,0.0,1800000,陽台外推；,RPRQMLPKJIGGFBF97EA,44.39,8.57,0.0,有,0482
林口區,房地(土地+建物)+車位,新北市林口區南勢街１３５巷１號八樓,36.48,都市：其他:第二種住宅區,,,1101030,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090902,158.07999999999998,3,2,2,有,有,14680000,92864,坡道平面,24.91,0,,RPQRMLPKJIGGFBF97EA,75.73,14.94,0.0,,
林口區,房地(土地+建物)+車位,新北市林口區南勢街１３５巷３號八樓,36.42,都市：其他:第二種住宅區,,,1101030,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090902,157.76,3,2,2,有,有,14660000,92926,坡道平面,24.91,0,,RPRRMLPKJIGGFBF08EA,75.47,14.94,0.0,,
林口區,車位,新北市林口區仁愛路二段２４９號等,0.1,都市：其他:中心商業區,,,1101030,土地1建物1車位1,,,其他,,,,34.75,0,0,0,有,有,1800000,,坡道平面,34.75,1800000,僅車位交易；,RPRRMLQKJIGGFBF18EA,0.0,0.0,0.0,有,0026
樹林區,房地(土地+建物)+車位,新北市樹林區四維路１１１號十一樓,16.8,都市：其他:第一種住宅區,,,1101011,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100422,138.28,3,2,1,有,有,13200000,95458,坡道平面,29.12,0,,RPSPMLPKJIGGFIF58DA,63.25,9.93,0.0,有,0484
土城區,房地(土地+建物),新北市土城區裕民路２４１號,14.53,都市：其他:第二種住宅區,,,1101020,土地1建物1車位0,一層，二層，騎樓,十六層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0821229,126.12,2,1,1,有,有,22000000,174437,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWSMLQKJIGGFAF68EA,87.44,11.08,0.0,,
土城區,土地,明德段135地號,11.98,都市：其他:第二種住宅區,,,1101028,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2904000,242404,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTSNLPKJIGGFAF38EA,0.0,0.0,0.0,,
板橋區,車位,新北市板橋區光環路二段２８之１號,0.04,都市：其他:住宅區,,,1101101,土地1建物1車位1,一層,十七層,其他,辦公室,鋼骨鋼筋混凝土造,1021226,21.009999999999998,0,0,0,有,有,2100000,,坡道平面,21.01,2100000,僅車位交易；,RPXNMLQKJIGGFAF28EA,0.0,0.0,0.0,有,0485
板橋區,房地(土地+建物),新北市板橋區三民路二段１５３巷１０號,44.8,都市：其他:住宅區,,,1100916,土地1建物2車位0,一層，平台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690208,167.0,5,2,2,有,無,10700000,64072,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWPMLQKJIGGFAF38EA,167.0,0.0,0.0,,
板橋區,房地(土地+建物),新北市板橋區華江一路１８８號十七樓,4.41,都市：其他:商業區,,,1101016,土地1建物1車位0,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071227,59.379999999999995,1,1,1,有,有,9100000,153250,,0.0,0,,RPOPNLPKJIGGFAF57EA,33.49,6.59,0.0,有,0486
板橋區,房地(土地+建物)+車位,新北市板橋區宏國路１９號七樓,18.58,都市：其他:住宅區,,,1100815,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930601,197.36,4,2,2,有,有,27350000,138579,坡道平面,0.0,2500000,陽台外推；,RPRNMLPKJIGGFAF57EA,105.59,11.11,0.0,,
樹林區,房地(土地+建物)+車位,新北市樹林區保安街二段２之８號六樓,55.7,都市：其他:乙種工業區,,,1101028,土地1建物1車位2,六層,十三層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土造,1041104,299.27,3,2,2,有,有,22300000,83946,坡道平面,69.36,3000000,,RPTPMLQKJIGGFIF78DA,157.79,4.26,0.0,有,0487
樹林區,房地(土地+建物)+車位,新北市樹林區學勤路６５７號七樓,20.28,都市：其他:住宅區,,,1101023,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970303,156.35,3,2,2,有,有,14730000,94212,坡道平面,33.2,0,,RPSQMLQKJIGGFIF78DA,82.84,6.46,0.0,,
樹林區,車位,新北市樹林區國凱街７７號等,0.41,都市：其他:市場用地,,,1101103,土地1建物1車位1,,,其他,,,,7.02,0,0,0,有,有,850000,,升降機械,7.02,850000,僅車位交易；,RPPOMLMKJIGGFIF87DA,0.0,0.0,0.0,有,0026
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區龍五路２９２號八樓,22.27,都市：其他:第二種住宅區,,,1090208,土地1建物1車位1,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100825,136.35,2,2,1,有,有,8680000,75673,坡道平面,42.79,1600000,含傢俱設備費；預售屋、或土地及建物分件登記案件；,RPORMLMKJIGGFIF08DA,53.4,8.32,0.0,,
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區龍五路２７０號六樓,39.7,都市：其他:第二種住宅區,,,1090419,土地1建物1車位1,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100825,209.6,4,2,2,有,有,15250000,81830,坡道平面,42.79,1600000,含裝潢費；含傢俱設備費；預售屋、或土地及建物分件登記案件；,RPRRMLMKJIGGFIF38DA,100.07,11.32,0.0,,
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區龍五路２８６號六樓,39.7,都市：其他:第二種住宅區,,,1090408,土地1建物1車位1,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100825,209.6,4,2,2,有,有,15480000,82009,坡道平面,42.79,1800000,含裝潢費；含傢俱設備費；預售屋、或土地及建物分件登記案件；,RPSRMLMKJIGGFIF48DA,100.07,11.32,0.0,,
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區龍五路２８０號三樓,32.16,都市：其他:第二種住宅區,,,1081215,土地1建物1車位1,三層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100825,177.9,3,2,2,有,有,11100000,69573,坡道平面,42.79,1700000,預售屋、或土地及建物分件登記案件；,RPTRMLMKJIGGFIF58DA,80.47,9.75,0.0,,
三峽區,土地,大埔一段651地號,14510.4,,山坡地保育區,農牧用地,1100729,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,37380000,2576,,0.0,0,,RPWSMLMKJIGGFIF98DA,0.0,0.0,0.0,,
樹林區,房地(土地+建物),新北市樹林區八德街１０９０號,81.73,都市：其他:住宅區,,,1100925,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0950214,209.26000000000002,4,2,4,有,有,16900000,80761,,0.0,0,,RPRNMLPKJIGGFIF28DA,191.33,17.35,0.0,,
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區龍五路２９０號十樓,18.07,都市：其他:第二種住宅區,,,1081205,土地1建物1車位1,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100825,118.71000000000001,2,1,1,有,有,7150000,73103,坡道平面,42.79,1600000,含傢俱設備費；預售屋、或土地及建物分件登記案件；,RPPOMLPKJIGGFIF18DA,44.0,6.6,0.0,,
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區龍五路２７８號六樓,18.07,都市：其他:第二種住宅區,,,1081227,土地1建物1車位1,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100825,118.71000000000001,2,1,1,有,有,7650000,78372,坡道平面,42.79,1700000,含裝潢費；含傢俱設備費；預售屋、或土地及建物分件登記案件；,RPQOMLPKJIGGFIF28DA,44.0,6.6,0.0,,
樹林區,房地(土地+建物)+車位,新北市樹林區大成路２３號三樓,23.86,都市：其他:住宅區,,,1101028,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941129,177.86,4,2,2,有,有,11700000,65782,坡道平面,33.08,0,親友、員工、共有人或其他特殊關係間之交易；,RPTPMLLKJIGGFIF28DA,101.3,7.25,0.0,,
樹林區,房地(土地+建物),新北市樹林區八德街７９６號,66.02,都市：其他:住宅區,,,1101013,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0961210,314.14,4,3,4,有,無,18800000,59846,,0.0,0,一樓空地有車位陽台外推；,RPSOMLSKIIGGFIF68DA,173.05,31.26,0.0,,
樹林區,土地,彭福段彭厝小段259-40地號,51.52,,河川區,水利用地,1101013,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,170802,3315,,0.0,0,水利地承購；,RPWRMLMKIIGGFIF78DA,0.0,0.0,0.0,無,0489
三峽區,土地,五寮段詩朗小段77地號,1074.0,,森林區,農牧用地,1100725,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,945120,880,,0.0,0,,RPPNMLPKIIGGFIF97DA,0.0,0.0,0.0,,
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區龍五路２８２號五樓,32.75,都市：其他:第二種住宅區,,,1081025,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100825,180.44,3,2,2,有,有,12290000,77661,坡道平面,42.79,1600000,含傢俱設備費；預售屋、或土地及建物分件登記案件；,RPXPMLRKRHGGFIF37DA,81.16,10.03,0.0,,
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區龍五路２８２號六樓,32.75,都市：其他:第二種住宅區,,,1090108,土地1建物1車位1,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100825,180.44,3,2,2,有,有,12500000,79186,坡道平面,42.79,1600000,含傢俱設備費；預售屋、或土地及建物分件登記案件；,RPOQMLRKRHGGFIF56DA,81.16,10.03,0.0,,
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區龍五路２８２號七樓,32.75,都市：其他:第二種住宅區,,,1081028,土地1建物1車位1,七層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100825,180.44,3,2,2,有,有,12350000,78097,坡道平面,42.79,1600000,含傢俱設備費；預售屋、或土地及建物分件登記案件；,RPPQMLRKRHGGFIF66DA,81.16,10.03,0.0,,
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區龍五路２８２號八樓,32.75,都市：其他:第二種住宅區,,,1081230,土地1建物1車位1,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100825,180.44,3,2,2,有,有,12730000,79404,坡道平面,42.79,1800000,含傢俱設備費；預售屋、或土地及建物分件登記案件；,RPQQMLRKRHGGFIF76DA,81.16,10.03,0.0,,
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區龍五路２８６號九樓,39.7,都市：其他:第二種住宅區,,,1090229,土地1建物1車位2,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100825,252.38,4,2,2,有,有,16900000,79736,坡道平面,85.58,3600000,含傢俱設備費；預售屋、或土地及建物分件登記案件；,RPQOMLMLRHGGFIF78DA,100.07,11.32,0.0,,
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區龍五路２８８號三樓,32.16,都市：其他:第二種住宅區,,,1081201,土地1建物1車位1,三層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100825,177.9,3,2,2,有,有,11900000,74754,坡道平面,42.79,1800000,含裝潢費；含傢俱設備費；預售屋、或土地及建物分件登記案件；,RPVOMLMLRHGGFIF66DA,80.47,9.75,0.0,,
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區龍五路２８８號四樓,32.16,都市：其他:第二種住宅區,,,1081025,土地1建物1車位1,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100825,177.9,3,2,2,有,有,10980000,69425,坡道平面,42.79,1600000,含傢俱設備費；預售屋、或土地及建物分件登記案件；,RPWOMLMLRHGGFIF76DA,80.47,9.75,0.0,,
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區龍五路２８８號八樓,32.16,都市：其他:第二種住宅區,,,1081230,土地1建物1車位1,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100825,177.9,3,2,2,有,有,11900000,75494,坡道平面,42.79,1700000,含傢俱設備費；預售屋、或土地及建物分件登記案件；,RPRPMLMLRHGGFIF98DA,80.47,9.75,0.0,,
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區龍五路２８８號九樓,32.16,都市：其他:第二種住宅區,,,1081130,土地1建物1車位1,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100825,177.9,3,2,2,有,有,12280000,78307,坡道平面,42.79,1700000,含裝潢費；含傢俱設備費；預售屋、或土地及建物分件登記案件；,RPSPMLMLRHGGFIF09DA,80.47,9.75,0.0,,
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區龍五路２８８號十樓,32.16,都市：其他:第二種住宅區,,,1081230,土地1建物1車位1,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100825,177.9,3,2,2,有,有,11700000,73274,坡道平面,42.79,1800000,含傢俱設備費；預售屋、或土地及建物分件登記案件；,RPTPMLMLRHGGFIF56DA,80.47,9.75,0.0,,
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區龍五路２９０號三樓,18.07,都市：其他:第二種住宅區,,,1081207,土地1建物1車位1,三層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100825,118.71000000000001,2,1,1,有,有,7200000,72445,坡道平面,42.79,1700000,含裝潢費；含傢俱設備費；預售屋、或土地及建物分件登記案件；,RPUPMLMLRHGGFIF66DA,44.0,6.6,0.0,,
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區龍五路２９０號九樓,18.07,都市：其他:第二種住宅區,,,1081019,土地1建物1車位1,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100825,118.71000000000001,2,1,1,有,有,7040000,71654,坡道平面,42.79,1600000,含傢俱設備費；預售屋、或土地及建物分件登記案件；,RPPPMLTLRHGGFIF86DA,44.0,6.6,0.0,,
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區龍五路２９２號五樓,22.27,都市：其他:第二種住宅區,,,1081027,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100825,136.35,2,2,1,有,有,8200000,69474,坡道平面,42.79,1700000,含傢俱設備費；預售屋、或土地及建物分件登記案件；,RPTPMLTLRHGGFIF27DA,53.4,8.32,0.0,,
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區龍五路２９２號十樓,22.27,都市：其他:第二種住宅區,,,1081201,土地1建物1車位1,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100825,136.35,2,2,1,有,有,8430000,71932,坡道平面,42.79,1700000,含傢俱設備費；預售屋、或土地及建物分件登記案件；,RPOQMLTLRHGGFIF86DA,53.4,8.32,0.0,,
